sku,name,description,category,price,stock,rating,image_url
SKU-06434,StellarStudio Vet-Approved Pet Bed,"Vet-Approved pet bed from StellarStudio. Premium quality, designed for everyday use.",Pet Supplies,229.57,69,3.2,https://picsum.photos/seed/SKU-06434/400/400
SKU-04962,OnyxWorks Gluten-Free Olive Oil,"Gluten-Free olive oil from OnyxWorks. Premium quality, designed for everyday use.",Grocery,10.15,173,4.9,https://picsum.photos/seed/SKU-04962/400/400
SKU-05394,RidgeBrand Wireless Whiteboard,"Wireless whiteboard from RidgeBrand. Premium quality, designed for everyday use.",Office Supplies,194.31,184,3.4,https://picsum.photos/seed/SKU-05394/400/400
SKU-03863,VortexSupply Award-Winning Card Game,"Award-Winning card game from VortexSupply. Premium quality, designed for everyday use.",Toys & Games,101.30,313,3.3,https://picsum.photos/seed/SKU-03863/400/400
SKU-08590,VortexBrand 20V Screwdriver Kit,"20V screwdriver kit from VortexBrand. Premium quality, designed for everyday use.",Tools & Hardware,50.94,194,4.1,https://picsum.photos/seed/SKU-08590/400/400
SKU-06561,EliteOriginals Durable Carrier,"Durable carrier from EliteOriginals. Premium quality, designed for everyday use.",Pet Supplies,37.95,59,4.9,https://picsum.photos/seed/SKU-06561/400/400
SKU-00553,ApexOriginals Bluetooth Hub,"Bluetooth hub from ApexOriginals. Premium quality, designed for everyday use.",Electronics,702.67,41,3.9,https://picsum.photos/seed/SKU-00553/400/400
SKU-03645,EliteLab Strategy Action Figure,"Strategy action figure from EliteLab. Premium quality, designed for everyday use.",Toys & Games,43.94,84,4.6,https://picsum.photos/seed/SKU-03645/400/400
SKU-09630,OnyxCo Compact Ukulele,"Compact ukulele from OnyxCo. Premium quality, designed for everyday use.",Music,2385.87,26,3.4,https://picsum.photos/seed/SKU-09630/400/400
SKU-04036,RidgeTech Sulfate-Free Lotion,"Sulfate-Free lotion from RidgeTech. Premium quality, designed for everyday use.",Beauty,66.26,137,3.0,https://picsum.photos/seed/SKU-04036/400/400
SKU-05126,OnyxStudio Artisan Salsa,"Artisan salsa from OnyxStudio. Premium quality, designed for everyday use.",Grocery,34.93,390,4.0,https://picsum.photos/seed/SKU-05126/400/400
SKU-05515,NovaWorks Refillable Pen Set,"Refillable pen set from NovaWorks. Premium quality, designed for everyday use.",Office Supplies,8.47,25,4.0,https://picsum.photos/seed/SKU-05515/400/400
SKU-08882,StellarLab Terracotta Planter Pot,"Terracotta planter pot from StellarLab. Premium quality, designed for everyday use.",Garden,12.00,30,3.1,https://picsum.photos/seed/SKU-08882/400/400
SKU-08381,LoomGoods Precision Saw Blade,"Precision saw blade from LoomGoods. Premium quality, designed for everyday use.",Tools & Hardware,513.64,89,4.4,https://picsum.photos/seed/SKU-08381/400/400
SKU-07513,HyperSupply Extra-Strength Probiotic,"Extra-Strength probiotic from HyperSupply. Premium quality, designed for everyday use.",Health,69.46,118,4.1,https://picsum.photos/seed/SKU-07513/400/400
SKU-08279,VortexEdition Compact Sander,"Compact sander from VortexEdition. Premium quality, designed for everyday use.",Tools & Hardware,519.85,86,4.8,https://picsum.photos/seed/SKU-08279/400/400
SKU-00856,HyperBrand Practical Guide,"Practical guide from HyperBrand. Premium quality, designed for everyday use.",Books,13.55,245,4.8,https://picsum.photos/seed/SKU-00856/400/400
SKU-01680,PulseOriginals Stretch Jeans,"Stretch jeans from PulseOriginals. Premium quality, designed for everyday use.",Clothing,125.55,189,4.7,https://picsum.photos/seed/SKU-01680/400/400
SKU-07974,OnyxStudio Lab-Tested Bandages,"Lab-Tested bandages from OnyxStudio. Premium quality, designed for everyday use.",Health,7.35,316,4.8,https://picsum.photos/seed/SKU-07974/400/400
SKU-00479,LuminOriginals 4K Headphones,"4K headphones from LuminOriginals. Premium quality, designed for everyday use.",Electronics,528.29,207,4.0,https://picsum.photos/seed/SKU-00479/400/400
SKU-07046,EliteStudio Synthetic Wiper Blades,"Synthetic wiper blades from EliteStudio. Premium quality, designed for everyday use.",Automotive,143.14,192,3.6,https://picsum.photos/seed/SKU-07046/400/400
SKU-03214,ForgeBrand Folding Yoga Mat,"Folding yoga mat from ForgeBrand. Premium quality, designed for everyday use.",Sports & Outdoors,467.88,104,3.6,https://picsum.photos/seed/SKU-03214/400/400
SKU-08798,AeroWorks Heavy-Duty Garden Trowel,"Heavy-Duty garden trowel from AeroWorks. Premium quality, designed for everyday use.",Garden,35.03,88,5.0,https://picsum.photos/seed/SKU-08798/400/400
SKU-00962,AeroCo Practical Guide,"Practical guide from AeroCo. Premium quality, designed for everyday use.",Books,55.87,100,3.3,https://picsum.photos/seed/SKU-00962/400/400
SKU-03372,RidgeSupply Classic RC Car,"Classic rc car from RidgeSupply. Premium quality, designed for everyday use.",Toys & Games,190.78,76,3.6,https://picsum.photos/seed/SKU-03372/400/400
SKU-05302,LoomSupply Gluten-Free Hot Sauce,"Gluten-Free hot sauce from LoomSupply. Premium quality, designed for everyday use.",Grocery,23.82,486,4.4,https://picsum.photos/seed/SKU-05302/400/400
SKU-08116,LuminLab Ratcheting Screwdriver Kit,"Ratcheting screwdriver kit from LuminLab. Premium quality, designed for everyday use.",Tools & Hardware,35.77,31,4.0,https://picsum.photos/seed/SKU-08116/400/400
SKU-04955,QuillSupply Gluten-Free Almonds,"Gluten-Free almonds from QuillSupply. Premium quality, designed for everyday use.",Grocery,8.56,334,3.8,https://picsum.photos/seed/SKU-04955/400/400
SKU-05059,LoomOriginals Cold-Pressed Coffee Beans,"Cold-Pressed coffee beans from LoomOriginals. Premium quality, designed for everyday use.",Grocery,33.31,419,3.6,https://picsum.photos/seed/SKU-05059/400/400
SKU-09663,StellarBrand Beginner-Friendly Audio Interface,"Beginner-Friendly audio interface from StellarBrand. Premium quality, designed for everyday use.",Music,257.90,30,3.8,https://picsum.photos/seed/SKU-09663/400/400
SKU-03028,HaloWorks Lightweight Sleeping Bag,"Lightweight sleeping bag from HaloWorks. Premium quality, designed for everyday use.",Sports & Outdoors,1360.66,11,4.2,https://picsum.photos/seed/SKU-03028/400/400
SKU-01559,AeroSupply Vintage Scarf,"Vintage scarf from AeroSupply. Premium quality, designed for everyday use.",Clothing,194.37,122,3.8,https://picsum.photos/seed/SKU-01559/400/400
SKU-00730,CrestStudio Advanced Encyclopedia,"Advanced encyclopedia from CrestStudio. Premium quality, designed for everyday use.",Books,45.57,236,4.3,https://picsum.photos/seed/SKU-00730/400/400
SKU-03719,LoomBrand Classic Drone Kit,"Classic drone kit from LoomBrand. Premium quality, designed for everyday use.",Toys & Games,17.52,272,4.5,https://picsum.photos/seed/SKU-03719/400/400
SKU-08199,PulseBrand Insulated Hammer,"Insulated hammer from PulseBrand. Premium quality, designed for everyday use.",Tools & Hardware,62.95,52,4.8,https://picsum.photos/seed/SKU-08199/400/400
SKU-03859,PulseLab Classic RC Car,"Classic rc car from PulseLab. Premium quality, designed for everyday use.",Toys & Games,56.99,199,3.4,https://picsum.photos/seed/SKU-03859/400/400
SKU-09870,HyperTech Vintage Headphone Amp,"Vintage headphone amp from HyperTech. Premium quality, designed for everyday use.",Music,2163.97,39,4.9,https://picsum.photos/seed/SKU-09870/400/400
SKU-03786,LoomEdition Strategy Plush Toy,"Strategy plush toy from LoomEdition. Premium quality, designed for everyday use.",Toys & Games,45.80,49,3.6,https://picsum.photos/seed/SKU-03786/400/400
SKU-07109,ApexStudio Anti-Corrosion Floor Mats,"Anti-Corrosion floor mats from ApexStudio. Premium quality, designed for everyday use.",Automotive,381.43,172,4.5,https://picsum.photos/seed/SKU-07109/400/400
SKU-05057,ApexOriginals Single-Origin Honey,"Single-Origin honey from ApexOriginals. Premium quality, designed for everyday use.",Grocery,41.51,540,3.6,https://picsum.photos/seed/SKU-05057/400/400
SKU-07440,HaloSupply Time-Release Multivitamin,"Time-Release multivitamin from HaloSupply. Premium quality, designed for everyday use.",Health,70.53,278,4.8,https://picsum.photos/seed/SKU-07440/400/400
SKU-09860,VergeWorks Custom-Tuned Guitar,"Custom-Tuned guitar from VergeWorks. Premium quality, designed for everyday use.",Music,1418.40,90,4.3,https://picsum.photos/seed/SKU-09860/400/400
SKU-04701,EliteLab Artisan Tea,"Artisan tea from EliteLab. Premium quality, designed for everyday use.",Grocery,6.03,241,5.0,https://picsum.photos/seed/SKU-04701/400/400
SKU-01477,LuminTech Slim-Fit Shorts,"Slim-Fit shorts from LuminTech. Premium quality, designed for everyday use.",Clothing,237.60,206,3.7,https://picsum.photos/seed/SKU-01477/400/400
SKU-02763,NovaTech Waterproof Yoga Mat,"Waterproof yoga mat from NovaTech. Premium quality, designed for everyday use.",Sports & Outdoors,882.49,144,4.5,https://picsum.photos/seed/SKU-02763/400/400
SKU-07727,RidgeSupply High-Potency Bandages,"High-Potency bandages from RidgeSupply. Premium quality, designed for everyday use.",Health,19.75,366,4.5,https://picsum.photos/seed/SKU-07727/400/400
SKU-09113,NovaWorks Heavy-Duty Soil Bag,"Heavy-Duty soil bag from NovaWorks. Premium quality, designed for everyday use.",Garden,467.96,54,4.0,https://picsum.photos/seed/SKU-09113/400/400
SKU-02493,CrestSupply Multi-Use Mixing Bowl,"Multi-Use mixing bowl from CrestSupply. Premium quality, designed for everyday use.",Home & Kitchen,575.01,12,4.4,https://picsum.photos/seed/SKU-02493/400/400
SKU-05283,ZenithEdition Organic Tea,"Organic tea from ZenithEdition. Premium quality, designed for everyday use.",Grocery,12.12,190,4.5,https://picsum.photos/seed/SKU-05283/400/400
SKU-05044,VortexTech Roasted Pasta,"Roasted pasta from VortexTech. Premium quality, designed for everyday use.",Grocery,46.15,482,3.5,https://picsum.photos/seed/SKU-05044/400/400
SKU-08010,CrestEdition Compact Tape Measure,"Compact tape measure from CrestEdition. Premium quality, designed for everyday use.",Tools & Hardware,634.07,79,4.0,https://picsum.photos/seed/SKU-08010/400/400
SKU-09869,VortexStudio Dual-Driver Microphone,"Dual-Driver microphone from VortexStudio. Premium quality, designed for everyday use.",Music,849.67,69,5.0,https://picsum.photos/seed/SKU-09869/400/400
SKU-01546,LoomOriginals Vintage Socks,"Vintage socks from LoomOriginals. Premium quality, designed for everyday use.",Clothing,166.33,194,3.9,https://picsum.photos/seed/SKU-01546/400/400
SKU-01911,PulseTech Vintage Belt,"Vintage belt from PulseTech. Premium quality, designed for everyday use.",Clothing,11.21,126,3.0,https://picsum.photos/seed/SKU-01911/400/400
SKU-04377,QuillCo Travel-Size Cleanser,"Travel-Size cleanser from QuillCo. Premium quality, designed for everyday use.",Beauty,86.89,281,4.5,https://picsum.photos/seed/SKU-04377/400/400
SKU-01870,LoomStudio Premium Jeans,"Premium jeans from LoomStudio. Premium quality, designed for everyday use.",Clothing,71.97,259,3.5,https://picsum.photos/seed/SKU-01870/400/400
SKU-06754,RidgeEdition Anti-Corrosion Engine Oil,"Anti-Corrosion engine oil from RidgeEdition. Premium quality, designed for everyday use.",Automotive,373.74,68,3.5,https://picsum.photos/seed/SKU-06754/400/400
SKU-05854,PulseGoods Premium Folder Pack,"Premium folder pack from PulseGoods. Premium quality, designed for everyday use.",Office Supplies,124.64,49,3.4,https://picsum.photos/seed/SKU-05854/400/400
SKU-07323,EliteBrand Heavy-Duty Jumper Cables,"Heavy-Duty jumper cables from EliteBrand. Premium quality, designed for everyday use.",Automotive,374.98,60,3.9,https://picsum.photos/seed/SKU-07323/400/400
SKU-04279,HaloBrand Travel-Size Conditioner,"Travel-Size conditioner from HaloBrand. Premium quality, designed for everyday use.",Beauty,82.57,36,4.0,https://picsum.photos/seed/SKU-04279/400/400
SKU-07987,VortexWorks Liquid Fish Oil,"Liquid fish oil from VortexWorks. Premium quality, designed for everyday use.",Health,78.52,176,4.6,https://picsum.photos/seed/SKU-07987/400/400
SKU-04794,ZenithCo Single-Origin Pasta,"Single-Origin pasta from ZenithCo. Premium quality, designed for everyday use.",Grocery,17.83,593,3.6,https://picsum.photos/seed/SKU-04794/400/400
SKU-00785,RidgeSupply Complete Memoir,"Complete memoir from RidgeSupply. Premium quality, designed for everyday use.",Books,27.91,454,3.2,https://picsum.photos/seed/SKU-00785/400/400
SKU-02817,HaloBrand Quick-Dry Yoga Mat,"Quick-Dry yoga mat from HaloBrand. Premium quality, designed for everyday use.",Sports & Outdoors,21.44,11,4.2,https://picsum.photos/seed/SKU-02817/400/400
SKU-08290,RidgeTech Forged Screwdriver Kit,"Forged screwdriver kit from RidgeTech. Premium quality, designed for everyday use.",Tools & Hardware,178.38,164,4.7,https://picsum.photos/seed/SKU-08290/400/400
SKU-07760,ApexStudio Lab-Tested Bandages,"Lab-Tested bandages from ApexStudio. Premium quality, designed for everyday use.",Health,32.46,309,3.5,https://picsum.photos/seed/SKU-07760/400/400
SKU-06320,VortexOriginals Durable Leash,"Durable leash from VortexOriginals. Premium quality, designed for everyday use.",Pet Supplies,272.62,191,4.1,https://picsum.photos/seed/SKU-06320/400/400
SKU-03393,QuillSupply Glow-in-the-Dark Drone Kit,"Glow-in-the-Dark drone kit from QuillSupply. Premium quality, designed for everyday use.",Toys & Games,13.89,393,3.2,https://picsum.photos/seed/SKU-03393/400/400
SKU-01430,VortexOriginals Stretch Socks,"Stretch socks from VortexOriginals. Premium quality, designed for everyday use.",Clothing,96.18,85,4.5,https://picsum.photos/seed/SKU-01430/400/400
SKU-03268,OnyxLab Anti-Slip Dumbbell Set,"Anti-Slip dumbbell set from OnyxLab. Premium quality, designed for everyday use.",Sports & Outdoors,556.41,79,3.9,https://picsum.photos/seed/SKU-03268/400/400
SKU-03276,VortexGoods Pro-Grade Treadmill,"Pro-Grade treadmill from VortexGoods. Premium quality, designed for everyday use.",Sports & Outdoors,807.77,167,4.8,https://picsum.photos/seed/SKU-03276/400/400
SKU-09303,NovaEdition Terracotta Pruning Shears,"Terracotta pruning shears from NovaEdition. Premium quality, designed for everyday use.",Garden,74.10,100,4.3,https://picsum.photos/seed/SKU-09303/400/400
SKU-04933,VergeEdition Organic Granola,"Organic granola from VergeEdition. Premium quality, designed for everyday use.",Grocery,37.22,115,4.3,https://picsum.photos/seed/SKU-04933/400/400
SKU-09768,ForgeCo Travel-Size Guitar,"Travel-Size guitar from ForgeCo. Premium quality, designed for everyday use.",Music,1438.75,92,4.8,https://picsum.photos/seed/SKU-09768/400/400
SKU-03365,VergeSupply Cooperative Board Game,"Cooperative board game from VergeSupply. Premium quality, designed for everyday use.",Toys & Games,89.87,176,3.4,https://picsum.photos/seed/SKU-03365/400/400
SKU-02300,HaloEdition Multi-Use Mixing Bowl,"Multi-Use mixing bowl from HaloEdition. Premium quality, designed for everyday use.",Home & Kitchen,552.53,240,4.9,https://picsum.photos/seed/SKU-02300/400/400
SKU-07479,LoomBrand Daily Fish Oil,"Daily fish oil from LoomBrand. Premium quality, designed for everyday use.",Health,9.71,200,4.5,https://picsum.photos/seed/SKU-07479/400/400
SKU-08931,AeroBrand Composite Wheelbarrow,"Composite wheelbarrow from AeroBrand. Premium quality, designed for everyday use.",Garden,503.06,124,3.3,https://picsum.photos/seed/SKU-08931/400/400
SKU-06249,CrestStudio Vet-Approved Leash,"Vet-Approved leash from CrestStudio. Premium quality, designed for everyday use.",Pet Supplies,74.02,219,3.9,https://picsum.photos/seed/SKU-06249/400/400
SKU-07865,ZenithWorks Natural Pain Reliever,"Natural pain reliever from ZenithWorks. Premium quality, designed for everyday use.",Health,31.39,258,4.7,https://picsum.photos/seed/SKU-07865/400/400
SKU-02505,HyperCo Hand-Crafted Kettle,"Hand-Crafted kettle from HyperCo. Premium quality, designed for everyday use.",Home & Kitchen,81.31,241,4.4,https://picsum.photos/seed/SKU-02505/400/400
SKU-02451,VergeBrand Cordless Cookware Set,"Cordless cookware set from VergeBrand. Premium quality, designed for everyday use.",Home & Kitchen,337.51,149,4.5,https://picsum.photos/seed/SKU-02451/400/400
SKU-02118,QuillWorks Insulated Kettle,"Insulated kettle from QuillWorks. Premium quality, designed for everyday use.",Home & Kitchen,388.87,197,3.1,https://picsum.photos/seed/SKU-02118/400/400
SKU-00815,StellarWorks Illustrated Novel,"Illustrated novel from StellarWorks. Premium quality, designed for everyday use.",Books,44.99,401,3.6,https://picsum.photos/seed/SKU-00815/400/400
SKU-04300,RidgeCo Refreshing Toner,"Refreshing toner from RidgeCo. Premium quality, designed for everyday use.",Beauty,80.91,331,3.1,https://picsum.photos/seed/SKU-04300/400/400
SKU-02438,HyperLab Non-Stick Toaster,"Non-Stick toaster from HyperLab. Premium quality, designed for everyday use.",Home & Kitchen,513.58,8,4.9,https://picsum.photos/seed/SKU-02438/400/400
SKU-07153,AeroBrand Compact Engine Oil,"Compact engine oil from AeroBrand. Premium quality, designed for everyday use.",Automotive,428.06,46,4.6,https://picsum.photos/seed/SKU-07153/400/400
SKU-09150,PulseTech Heavy-Duty Lawn Mower,"Heavy-Duty lawn mower from PulseTech. Premium quality, designed for everyday use.",Garden,561.91,195,3.6,https://picsum.photos/seed/SKU-09150/400/400
SKU-07514,NovaTech High-Potency Magnesium,"High-Potency magnesium from NovaTech. Premium quality, designed for everyday use.",Health,15.55,317,3.6,https://picsum.photos/seed/SKU-07514/400/400
SKU-02578,QuillWorks Heavy-Duty Cutting Board,"Heavy-Duty cutting board from QuillWorks. Premium quality, designed for everyday use.",Home & Kitchen,268.51,35,4.0,https://picsum.photos/seed/SKU-02578/400/400
SKU-08513,RidgeGoods Ratcheting Pliers,"Ratcheting pliers from RidgeGoods. Premium quality, designed for everyday use.",Tools & Hardware,130.11,173,4.9,https://picsum.photos/seed/SKU-08513/400/400
SKU-03821,StellarGoods Cooperative RC Car,"Cooperative rc car from StellarGoods. Premium quality, designed for everyday use.",Toys & Games,118.62,90,4.3,https://picsum.photos/seed/SKU-03821/400/400
SKU-09746,LoomGoods Studio Guitar,"Studio guitar from LoomGoods. Premium quality, designed for everyday use.",Music,1818.59,69,4.5,https://picsum.photos/seed/SKU-09746/400/400
SKU-08800,VortexCo Stainless Planter Pot,"Stainless planter pot from VortexCo. Premium quality, designed for everyday use.",Garden,37.88,43,3.4,https://picsum.photos/seed/SKU-08800/400/400
SKU-02011,OnyxTech Insulated Toaster,"Insulated toaster from OnyxTech. Premium quality, designed for everyday use.",Home & Kitchen,146.86,187,3.2,https://picsum.photos/seed/SKU-02011/400/400
SKU-08778,AeroSupply Ergonomic Garden Trowel,"Ergonomic garden trowel from AeroSupply. Premium quality, designed for everyday use.",Garden,293.51,62,4.7,https://picsum.photos/seed/SKU-08778/400/400
SKU-07765,CrestLab Natural Fish Oil,"Natural fish oil from CrestLab. Premium quality, designed for everyday use.",Health,44.61,212,3.9,https://picsum.photos/seed/SKU-07765/400/400
SKU-06730,VortexCo Long-Lasting Air Freshener,"Long-Lasting air freshener from VortexCo. Premium quality, designed for everyday use.",Automotive,253.54,60,3.3,https://picsum.photos/seed/SKU-06730/400/400
SKU-00509,QuillTech Noise-Cancelling Drone,"Noise-Cancelling drone from QuillTech. Premium quality, designed for everyday use.",Electronics,797.81,157,3.5,https://picsum.photos/seed/SKU-00509/400/400
SKU-00006,RidgeGoods Pro Speaker,"Pro speaker from RidgeGoods. Premium quality, designed for everyday use.",Electronics,730.42,27,4.5,https://picsum.photos/seed/SKU-00006/400/400
SKU-04956,HaloLab Organic Granola,"Organic granola from HaloLab. Premium quality, designed for everyday use.",Grocery,7.20,190,3.8,https://picsum.photos/seed/SKU-04956/400/400
SKU-09670,PulseTech Pro-Grade Microphone,"Pro-Grade microphone from PulseTech. Premium quality, designed for everyday use.",Music,1847.92,49,4.5,https://picsum.photos/seed/SKU-09670/400/400
SKU-09719,AeroSupply Travel-Size Guitar Strings,"Travel-Size guitar strings from AeroSupply. Premium quality, designed for everyday use.",Music,184.53,56,4.0,https://picsum.photos/seed/SKU-09719/400/400
SKU-03147,QuillCo Insulated Treadmill,"Insulated treadmill from QuillCo. Premium quality, designed for everyday use.",Sports & Outdoors,74.98,151,4.1,https://picsum.photos/seed/SKU-03147/400/400
SKU-08870,VergeOriginals Decorative Garden Trowel,"Decorative garden trowel from VergeOriginals. Premium quality, designed for everyday use.",Garden,532.78,29,3.6,https://picsum.photos/seed/SKU-08870/400/400
SKU-06983,EliteBrand Heavy-Duty Jumper Cables,"Heavy-Duty jumper cables from EliteBrand. Premium quality, designed for everyday use.",Automotive,108.97,187,3.8,https://picsum.photos/seed/SKU-06983/400/400
SKU-05340,AeroBrand Standard Paper Shredder,"Standard paper shredder from AeroBrand. Premium quality, designed for everyday use.",Office Supplies,77.58,247,3.7,https://picsum.photos/seed/SKU-05340/400/400
SKU-03826,NovaTech Family Doll House,"Family doll house from NovaTech. Premium quality, designed for everyday use.",Toys & Games,96.42,133,4.9,https://picsum.photos/seed/SKU-03826/400/400
SKU-07088,HaloSupply Compact Air Freshener,"Compact air freshener from HaloSupply. Premium quality, designed for everyday use.",Automotive,49.32,193,4.3,https://picsum.photos/seed/SKU-07088/400/400
SKU-00077,LoomBrand Ultra-HD Smartwatch,"Ultra-HD smartwatch from LoomBrand. Premium quality, designed for everyday use.",Electronics,757.70,145,3.9,https://picsum.photos/seed/SKU-00077/400/400
SKU-00174,LuminLab Noise-Cancelling Webcam,"Noise-Cancelling webcam from LuminLab. Premium quality, designed for everyday use.",Electronics,798.35,18,3.3,https://picsum.photos/seed/SKU-00174/400/400
SKU-04394,VortexLab Sulfate-Free Sunscreen,"Sulfate-Free sunscreen from VortexLab. Premium quality, designed for everyday use.",Beauty,66.70,156,4.2,https://picsum.photos/seed/SKU-04394/400/400
SKU-08419,CrestCo Ratcheting Toolbox,"Ratcheting toolbox from CrestCo. Premium quality, designed for everyday use.",Tools & Hardware,791.97,147,3.1,https://picsum.photos/seed/SKU-08419/400/400
SKU-06796,EliteGoods Premium Floor Mats,"Premium floor mats from EliteGoods. Premium quality, designed for everyday use.",Automotive,34.86,79,3.5,https://picsum.photos/seed/SKU-06796/400/400
SKU-05101,ForgeLab Roasted Chocolate Bar,"Roasted chocolate bar from ForgeLab. Premium quality, designed for everyday use.",Grocery,17.34,36,3.6,https://picsum.photos/seed/SKU-05101/400/400
SKU-02637,HaloGoods Ceramic Toaster,"Ceramic toaster from HaloGoods. Premium quality, designed for everyday use.",Home & Kitchen,20.72,93,4.1,https://picsum.photos/seed/SKU-02637/400/400
SKU-00537,NovaSupply Bluetooth Webcam,"Bluetooth webcam from NovaSupply. Premium quality, designed for everyday use.",Electronics,73.84,297,4.6,https://picsum.photos/seed/SKU-00537/400/400
SKU-07815,OnyxOriginals Natural Protein Powder,"Natural protein powder from OnyxOriginals. Premium quality, designed for everyday use.",Health,31.06,198,4.8,https://picsum.photos/seed/SKU-07815/400/400
SKU-01180,PulseEdition Practical Memoir,"Practical memoir from PulseEdition. Premium quality, designed for everyday use.",Books,14.42,146,3.7,https://picsum.photos/seed/SKU-01180/400/400
SKU-04334,HaloOriginals Travel-Size Shampoo,"Travel-Size shampoo from HaloOriginals. Premium quality, designed for everyday use.",Beauty,87.00,210,4.9,https://picsum.photos/seed/SKU-04334/400/400
SKU-08774,StellarBrand Terracotta Pruning Shears,"Terracotta pruning shears from StellarBrand. Premium quality, designed for everyday use.",Garden,414.51,136,3.0,https://picsum.photos/seed/SKU-08774/400/400
SKU-04603,StellarGoods Daily-Use Lip Balm,"Daily-Use lip balm from StellarGoods. Premium quality, designed for everyday use.",Beauty,7.47,44,5.0,https://picsum.photos/seed/SKU-04603/400/400
SKU-07285,CrestTech OEM-Spec Jumper Cables,"OEM-Spec jumper cables from CrestTech. Premium quality, designed for everyday use.",Automotive,142.71,63,3.6,https://picsum.photos/seed/SKU-07285/400/400
SKU-02859,ForgeBrand Folding Tent,"Folding tent from ForgeBrand. Premium quality, designed for everyday use.",Sports & Outdoors,1024.73,69,3.8,https://picsum.photos/seed/SKU-02859/400/400
SKU-06012,EliteLab Lightweight Pet Bed,"Lightweight pet bed from EliteLab. Premium quality, designed for everyday use.",Pet Supplies,132.77,71,3.5,https://picsum.photos/seed/SKU-06012/400/400
SKU-05768,EliteBrand Pocket Folder Pack,"Pocket folder pack from EliteBrand. Premium quality, designed for everyday use.",Office Supplies,174.39,258,4.5,https://picsum.photos/seed/SKU-05768/400/400
SKU-01694,LoomLab Organic Shorts,"Organic shorts from LoomLab. Premium quality, designed for everyday use.",Clothing,51.88,97,3.7,https://picsum.photos/seed/SKU-01694/400/400
SKU-03873,QuillCo Classic Drone Kit,"Classic drone kit from QuillCo. Premium quality, designed for everyday use.",Toys & Games,113.41,81,3.8,https://picsum.photos/seed/SKU-03873/400/400
SKU-00172,QuillStudio Portable Speaker,"Portable speaker from QuillStudio. Premium quality, designed for everyday use.",Electronics,709.86,124,3.7,https://picsum.photos/seed/SKU-00172/400/400
SKU-02048,HyperStudio Heavy-Duty Toaster,"Heavy-Duty toaster from HyperStudio. Premium quality, designed for everyday use.",Home & Kitchen,272.71,180,3.6,https://picsum.photos/seed/SKU-02048/400/400
SKU-00271,LuminOriginals Rechargeable Earbuds,"Rechargeable earbuds from LuminOriginals. Premium quality, designed for everyday use.",Electronics,868.95,177,4.7,https://picsum.photos/seed/SKU-00271/400/400
SKU-08055,NovaCo Insulated Drill,"Insulated drill from NovaCo. Premium quality, designed for everyday use.",Tools & Hardware,706.44,146,4.3,https://picsum.photos/seed/SKU-08055/400/400
SKU-06375,VergeGoods Interactive Dog Food,"Interactive dog food from VergeGoods. Premium quality, designed for everyday use.",Pet Supplies,59.26,118,4.1,https://picsum.photos/seed/SKU-06375/400/400
SKU-01414,ApexLab Athletic Jacket,"Athletic jacket from ApexLab. Premium quality, designed for everyday use.",Clothing,67.81,270,3.6,https://picsum.photos/seed/SKU-01414/400/400
SKU-02336,CrestStudio Insulated Air Fryer,"Insulated air fryer from CrestStudio. Premium quality, designed for everyday use.",Home & Kitchen,141.62,162,4.1,https://picsum.photos/seed/SKU-02336/400/400
SKU-08439,VergeCo Cordless Tape Measure,"Cordless tape measure from VergeCo. Premium quality, designed for everyday use.",Tools & Hardware,624.98,98,4.4,https://picsum.photos/seed/SKU-08439/400/400
SKU-09577,EliteCo Vintage Drum Kit,"Vintage drum kit from EliteCo. Premium quality, designed for everyday use.",Music,1966.56,56,3.3,https://picsum.photos/seed/SKU-09577/400/400
SKU-03195,StellarWorks Adjustable Yoga Mat,"Adjustable yoga mat from StellarWorks. Premium quality, designed for everyday use.",Sports & Outdoors,186.22,13,3.3,https://picsum.photos/seed/SKU-03195/400/400
SKU-05814,VergeWorks Smooth-Glide Whiteboard,"Smooth-Glide whiteboard from VergeWorks. Premium quality, designed for everyday use.",Office Supplies,51.60,452,4.1,https://picsum.photos/seed/SKU-05814/400/400
SKU-06650,NovaEdition All-Natural Aquarium Filter,"All-Natural aquarium filter from NovaEdition. Premium quality, designed for everyday use.",Pet Supplies,184.72,228,4.9,https://picsum.photos/seed/SKU-06650/400/400
SKU-06971,CrestEdition Universal-Fit Air Freshener,"Universal-Fit air freshener from CrestEdition. Premium quality, designed for everyday use.",Automotive,30.27,65,4.9,https://picsum.photos/seed/SKU-06971/400/400
SKU-00478,ZenithWorks Bluetooth Monitor,"Bluetooth monitor from ZenithWorks. Premium quality, designed for everyday use.",Electronics,123.99,174,3.2,https://picsum.photos/seed/SKU-00478/400/400
SKU-00585,StellarCo Ultra-HD Tablet,"Ultra-HD tablet from StellarCo. Premium quality, designed for everyday use.",Electronics,849.91,273,4.5,https://picsum.photos/seed/SKU-00585/400/400
SKU-07437,VergeEdition Natural Fish Oil,"Natural fish oil from VergeEdition. Premium quality, designed for everyday use.",Health,75.26,195,3.3,https://picsum.photos/seed/SKU-07437/400/400
SKU-01080,LoomWorks Complete Journal,"Complete journal from LoomWorks. Premium quality, designed for everyday use.",Books,36.73,119,4.3,https://picsum.photos/seed/SKU-01080/400/400
